REFERENCE CODE,FI_NAME_THAI,FI_NAME_ENGLISH,OPEN_DATE,
0645558000061,บริษัท ชัยฤทธิ์ ลีสซิ่ง 58 จำกัด,"CHAIRIT LEASING 58 CO,. LTD",25621108,
0655558001059,บริษัท สบาย ลีสซิ่ง จำกัด,SABUY LEASING,25620925,
0655564001651,บริษัท ด๊อกเตอร์ มันนี่ จำกัด,DOCTOR MONEY COMPANY LIMITED,25650315,
0665538000146,บริษัท ว. พรรณเชษฐ์ จำกัด,"V.PHANCHET.CO.,TLD.",25621219,
0705543000557,บริษัท มาร์โค ธุรกิจ จำกัด,,25630914,
0715542000499,บริษัท ทรัพย์กมล ลิสซิ่ง จำกัด,,25620821,
0735565000690,บริษัท ไมโคร ฟิน จำกัด,,25660401,
0815559000291,บริษัท ชูเกียรติ พร๊อพเพอร์ตี้ จำกัด,"CHOOKIAT PROPERTY CO.,LTD.",25620911,
0845537000639,บริษัท พี.ซี. ทาวเวอร์ แอนด์ พร๊อพเพอร์ตี้ (1996) จำกัด,"P.C. TOWER & PROPERTY (1996) CO.,LTD",25631102,
0845559001549,บริษัท ชูเกียรติ พร๊อพเพอร์ตี้ สุราษฎร์ธานี จำกัด,"CHOOKIAT PROPERTY SURATTHANI CO.,LTD.",25630116,
0905559000991,บริษัท ชูเกียรติเอสเตท จำกัด,,25630916,
0905560000452,บริษัท บริหารสินทรัพย์เอทีเอ็ม จำกัด,"ATM ASSET MANAGEMENT CO., LTD.",25670405,
0955564000392,บริษัท พิธานลีสซิ่ง จำกัด,,25660401,
,,,,
,,,,
REMARK,,,,
ข้อมูล Swift Code,โปรดเรียกใช้ข้อมูลจากหนังสือ BIC Directory หรือ www.swift.com,,,
005,ธ. เดอะรอยัลแบงก์อ๊อฟสกอตแลนด์ เอ็น.วี.,เดิมชื่อ ธ.เอบีเอ็น แอมโร เอ็น.วี. สาขากรุงเทพฯ  เปลี่ยนเมื่อ 6/2/2553,,
010,ธนาคารแห่งโตเกียว-มิตซูบิชิ ยูเอฟเจ  จำกัด,เดิมชื่อ ธ.แห่งโตเกียว-มิตซูบิชิ จำกัด เปลี่ยนเมื่อ 1/1/2549,,
020,ธนาคารสแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),เดิมชื่อธ.สแตนดาร์ดชาร์เตอร์ดนครธน จำกัด (มหาชน) เปลี่ยนชื่อเมื่อควบรวมกับ ธ.สแตนดาร์ดชาร์เตอร์ สาขากรุงเทพ เมื่อ 1/1/2548,,
022,ธ. ซีไอเอ็มบี ไทย จำกัด (มหาชน),เดิมชื่อ ธ.ไทยธนาคาร จำกัด (มหาชน) เปลี่ยนเมื่อ 4/5/2552,,
024,ธ. ยูโอบี จำกัด (มหาชน),"เดิมชื่อธ.เอเชีย จำกัด (มหาชน) เปลี่ยนชื่อเมื่อควบรวมกับ ธ.ยูโอบี รัตนสิน จำกัด (มหาชน) เมื่อ 28/11/2548
และเปลี่ยนชื่อจาก  ธนาคารยูไนเต็ด โอเวอร์ซีส์ (ไทย) จำกัด (มหาชน) เป็น ธนาคารยูโอบี จำกัด (มหาชน) 
ส่วนชื่อภาษาอังกฤษคงเดิม เมื่อ 2/5/5249",,
026,ธ.เมกะ สากลพาณิชย์ จำกัด (มหาชน),"ยกระดับจากสาขา ธ.ต่างประเทศเป็นธนาคารพาณิชย์ที่เป็นบริษัทลูกของธนาคารต่างประเทศ เมื่อ 8/8/2548
และเปลี่ยนชื่อจากเดิม ธนาคารสากลพาณิชย์แห่งประเทศจีน เมื่อ 21/8/2549",,
028,ธนาคารคาลิยง สาขากรุงเทพฯ,เดิมชื่อ ธ.เครดิตอะกริกอล อินโดสุเอซ เปลี่ยนเมื่อ 16/8/2547,,
,ธนาคารเครดิต อะกริกอล คอร์ปอเรทแอนด์อินเวสเมนท์แบงก์,เดิมชื่อ ธ.คาลิยง สาขากรุงเทพฯ เปลี่ยนเมื่อ 8/2/2553,,
029,ธนาคารอินเดียนโอเวอร์ซีส์ สาขากรุงเทพฯ,ธนาคารภารตโอเวอร์ซีส์ จำกัด ได้ควบรวมกิจการกับ Indian Overseas Bank เมื่อ 28/3/255 ,,
039,ธนาคารมิซูโฮ คอร์ปอเรต จำกัด,เดิมชื่อ ธ.ได-อิจิ คังเงียว เปลี่ยนเมื่อ 1/4/2545,,
041,ธนาคารโซซิเยเต้ เจเนราล,ยกระดับจากกิจการวิเทศธนกิจเป็นสาขาธนาคารต่างประเทศ เมื่อ 24/6/2548,,
052,ธ. แห่งประเทศจีน (ไทย) จำกัด (มหาชน),"ยกระดับจากสาขา ธ.ต่างประเทศเป็นธนาคารพาณิชย์ที่เป็นบริษัทลูกของธนาคารต่างประเทศ เมื่อ 26/8/2557
และเปลี่ยนชื่อจากเดิม ธนาคารแห่งประเทศจีน จำกัด",,
067,ธนาคารทิสโก้ จำกัด (มหาชน),ยกระดับเป็นธนาคารพาณิชย์ เมื่อ 1/7/2548,,
068,ธ.เอไอจี เพื่อรายย่อย จำกัด (มหาชน),ยกระดับเป็นธนาคารพาณิชย์เพื่อรายย่อย เมื่อ 6/3/255,,
069,ธนาคารเกียรตินาคิน จำกัด (มหาชน),ยกระดับเป็นธนาคารพาณิชย์ เมื่อ 3/1/2548,,
070,ธนาคารสินเอเซีย จำกัด (มหาชน),ยกระดับเป็นธนาคารพาณิชย์ เมื่อ 23/12/2548,,
,ธนาคารไอซีบีซี (ไทย) จำกัด (มหาชน),เดิมชื่อ ธ.สินเอเซีย จำกัด (มหาชน) เปลี่ยนเมื่อ 8/7/2553,,
071,ธ.ไทยเครดิตเพื่อรายย่อย จำกัด (มหาชน),ยกระดับเป็นธนาคารพาณิชย์เพื่อรายย่อย เมื่อ 18/1/2550,,
,ธนาคารไทยเครดิต จำกัด (มหาชน),ยกระดับเป็นธนาคารพาณิชย์ เมื่อ 01/09/2566,,
073,ธนาคารแลนด์ แอนด์ เฮ้าส์ เพื่อรายย่อย จำกัด (มหาชน),ยกระดับเป็นธนาคารพาณิชย์เพื่อรายย่อย เมื่อ 19/12/2548,,
,ธ. แลนด์ แอนด์ เฮ้าส์ จำกัด (มหาชน),ยกระดับเป็นธนาคารพาณิชย์ เมื่อ 19/12/2554,,
098,ธนาคารพัฒนาวิสาหกิจขนาดกลางและขนาดย่อมแห่งประเทศไทย,เดิมชื่อ บรรษัทเงินทุนอุตสาหกรรมขนาดย่อม เปลี่ยนเมื่อ 19/12/2545,,
317,บ. ดิจิตอลเทค แพลนเน็ต จำกัด (มหาชน),เดิมชื่อ บ. แอสเซท ไบร์ท จำกัด (มหาชน) เปลี่ยนเมื่อ 13/7/256,,
327,บ. พีทีที ดิจิตอล โซลูชั่น จำกัด,เดิมชื่อ พีทีที ไอซีที โซลูชั่นส์ จำกัด เปลี่ยนเมื่อ 22/6/256,,
334,บ.บีทู (ไทยแลนด์) จำกัด,เดิมชื่อ จีพีซีเอ็ม กรุ๊ป จำกัด เปลี่ยนเมื่อ 3/6/256,,
422,บง. ฟินันซ่า จำกัด,เดิมชื่อ บง.ไพรมัส เปลี่ยนเมื่อ 1/1/2545,,
450,บง. อเมริกัน เอ็กซ์เพรส (ประเทศไทย) จำกัด                                           ,เดิมชื่อ บง.บีโอเอ เปลี่ยนเมื่อ 16/3/2545,,
452,บง. แอ็ดวานซ์ จำกัด (มหาชน),เดิมชื่อ บง.โกลบอลไทย เปลี่ยนเมื่อ 26/5/2547,,
862,"SUMITOMO MITSUI TRUST BANK, LIMITED","เดิมชื่อ The Sumitomo Trust & Banking Co.,Ltd เปลี่ยนเมื่อ 23/4/2555",,
